,video_frame,left,width,top,height,label
2425,57906_000718_Endzone_125,870,25,257,24,V58
2426,57906_000718_Endzone_125,704,25,230,28,H70
2427,57906_000718_Endzone_125,538,23,255,25,V57
2428,57906_000718_Endzone_125,809,18,333,20,H47
2429,57906_000718_Endzone_125,804,20,316,22,H67
2430,57906_000718_Endzone_126,698,23,488,21,H14
2431,57906_000718_Endzone_126,949,28,311,26,H72
2432,57906_000718_Endzone_126,739,21,256,23,H55
2433,57906_000718_Endzone_126,591,23,243,24,V55
2434,57906_000718_Endzone_126,755,22,272,27,V49
2435,57906_000718_Endzone_126,985,26,333,25,V93
2436,57906_000718_Endzone_126,869,26,258,23,V58
2437,57906_000718_Endzone_126,705,25,232,26,H70
2438,57906_000718_Endzone_126,538,24,255,25,V57
2439,57906_000718_Endzone_126,578,25,182,28,V21
2440,57906_000718_Endzone_126,502,22,301,23,V39
2441,57906_000718_Endzone_126,808,19,332,19,H67
2443,57906_000718_Endzone_127,696,23,489,22,H14
2444,57906_000718_Endzone_127,948,29,312,24,H72
2445,57906_000718_Endzone_127,984,27,334,25,V93
2446,57906_000718_Endzone_127,589,24,242,24,V55
2447,57906_000718_Endzone_127,751,24,271,28,V49
2448,57906_000718_Endzone_127,870,22,258,24,V91
2449,57906_000718_Endzone_127,740,20,258,21,H55
2450,57906_000718_Endzone_127,537,23,254,24,V57
2451,57906_000718_Endzone_127,578,23,183,23,V21
2452,57906_000718_Endzone_127,707,23,233,26,H70
2453,57906_000718_Endzone_127,505,22,302,21,V39
2454,57906_000718_Endzone_127,807,20,329,21,H67
2455,57906_000718_Endzone_127,870,23,258,23,V58
2456,57906_000718_Endzone_128,980,27,338,25,V93
2457,57906_000718_Endzone_128,693,23,491,21,H14
2458,57906_000718_Endzone_128,950,27,311,25,H72
2459,57906_000718_Endzone_128,750,25,271,26,V49
2460,57906_000718_Endzone_128,588,24,243,23,H85
2461,57906_000718_Endzone_128,510,25,303,23,V39
2462,57906_000718_Endzone_128,706,24,234,27,H70
2463,57906_000718_Endzone_128,536,21,253,23,V57
2464,57906_000718_Endzone_128,869,21,260,24,H47
2465,57906_000718_Endzone_128,806,20,328,19,H67
2466,57906_000718_Endzone_128,871,21,257,21,V58
2467,57906_000718_Endzone_128,536,22,253,24,H87
2468,57906_000718_Endzone_128,740,19,260,18,H55
2469,57906_000718_Endzone_128,570,18,188,18,V55
2470,57906_000718_Endzone_128,582,19,182,20,V21
2471,57906_000718_Endzone_128,581,20,182,21,H68
2472,57906_000718_Endzone_128,740,19,260,19,V98
2473,57906_000718_Endzone_129,691,22,493,21,H14
2474,57906_000718_Endzone_129,950,27,311,25,H72
2475,57906_000718_Endzone_129,977,27,341,25,V93
2476,57906_000718_Endzone_129,587,23,242,22,H85
2477,57906_000718_Endzone_129,745,23,273,27,H55
2478,57906_000718_Endzone_129,868,22,259,25,H47
2479,57906_000718_Endzone_129,514,23,303,22,V39
2480,57906_000718_Endzone_129,707,22,236,26,H70
2481,57906_000718_Endzone_129,535,21,253,22,H87
2482,57906_000718_Endzone_129,569,19,188,18,V55
2483,57906_000718_Endzone_129,805,20,328,19,H67
2484,57906_000718_Endzone_129,580,21,181,21,H68
2485,57906_000718_Endzone_129,868,22,257,25,V58
2486,57906_000718_Endzone_129,536,20,253,22,V57
2487,57906_000718_Endzone_129,581,19,181,20,V21
251,57906_000718_Endzone_13,614,21,163,31,V23
252,57906_000718_Endzone_13,802,20,177,30,H68
253,57906_000718_Endzone_13,986,24,272,29,V27
254,57906_000718_Endzone_13,358,21,169,29,V57
255,57906_000718_Endzone_13,621,25,273,30,V58
256,57906_000718_Endzone_13,322,23,250,28,V21
257,57906_000718_Endzone_13,129,25,214,28,V39
258,57906_000718_Endzone_13,438,21,267,28,H85
259,57906_000718_Endzone_13,476,21,297,16,V49
260,57906_000718_Endzone_13,820,22,276,27,V93
261,57906_000718_Endzone_13,872,21,303,15,H81
262,57906_000718_Endzone_13,775,22,290,16,V91
263,57906_000718_Endzone_13,678,23,298,21,H14
264,57906_000718_Endzone_13,399,22,300,16,V55
265,57906_000718_Endzone_13,573,22,299,14,V98
266,57906_000718_Endzone_13,673,21,412,16,H67
267,57906_000718_Endzone_13,669,17,472,22,H26
268,57906_000718_Endzone_13,673,19,279,16,H55
269,57906_000718_Endzone_13,670,15,471,23,H47
270,57906_000718_Endzone_13,674,21,412,16,H72
271,57906_000718_Endzone_13,672,20,278,16,H70
272,57906_000718_Endzone_13,314,18,320,11,H87
2489,57906_000718_Endzone_130,688,22,495,22,H14
2490,57906_000718_Endzone_130,972,28,344,26,V93
2491,57906_000718_Endzone_130,948,27,312,25,H72
2492,57906_000718_Endzone_130,585,21,242,23,V57
2493,57906_000718_Endzone_130,867,21,254,27,H47
2494,57906_000718_Endzone_130,742,23,274,26,V49
2495,57906_000718_Endzone_130,519,21,303,21,V39
2496,57906_000718_Endzone_130,569,19,188,17,V21
2497,57906_000718_Endzone_130,866,23,253,27,V58
2498,57906_000718_Endzone_130,707,22,238,23,H70
2499,57906_000718_Endzone_130,803,22,328,19,H67
2500,57906_000718_Endzone_130,732,21,254,19,H55
2503,57906_000718_Endzone_131,684,22,497,21,H14
2504,57906_000718_Endzone_131,947,28,311,26,H72
2505,57906_000718_Endzone_131,970,28,346,27,V93
2506,57906_000718_Endzone_131,583,24,241,23,V57
2507,57906_000718_Endzone_131,521,23,302,23,V39
2508,57906_000718_Endzone_131,605,26,232,24,H85
2509,57906_000718_Endzone_131,739,24,274,28,H55
2510,57906_000718_Endzone_131,706,21,239,29,H70
2511,57906_000718_Endzone_131,568,20,187,18,V55
2512,57906_000718_Endzone_131,864,21,252,25,V91
2513,57906_000718_Endzone_131,864,21,261,23,H47
2514,57906_000718_Endzone_131,578,19,179,18,V21
2515,57906_000718_Endzone_131,558,16,260,17,H87
2516,57906_000718_Endzone_131,805,20,327,19,H67
2517,57906_000718_Endzone_131,571,24,181,22,H68
2518,57906_000718_Endzone_131,865,20,251,25,V58
2521,57906_000718_Endzone_132,681,22,500,21,H14
2522,57906_000718_Endzone_132,965,27,348,27,V93
2523,57906_000718_Endzone_132,580,26,241,26,V57
2524,57906_000718_Endzone_132,946,26,312,25,H72
2525,57906_000718_Endzone_132,706,21,240,30,H70
2526,57906_000718_Endzone_132,737,25,275,27,H55
2527,57906_000718_Endzone_132,523,22,303,22,V39
2528,57906_000718_Endzone_132,605,26,230,29,V55
2529,57906_000718_Endzone_132,862,20,260,23,H47
2530,57906_000718_Endzone_132,566,20,187,18,V98
2531,57906_000718_Endzone_132,862,21,252,26,V49
2532,57906_000718_Endzone_132,576,21,178,23,H68
2533,57906_000718_Endzone_132,577,21,177,23,V21
2534,57906_000718_Endzone_132,557,18,260,17,H87
2535,57906_000718_Endzone_132,804,20,326,18,V91
2536,57906_000718_Endzone_132,862,20,249,26,V58
2537,57906_000718_Endzone_132,804,18,326,17,H67
2538,57906_000718_Endzone_132,582,46,235,28,H85
2540,57906_000718_Endzone_133,677,24,502,22,H14
2541,57906_000718_Endzone_133,962,30,350,29,V93
2542,57906_000718_Endzone_133,706,22,242,29,V98
2543,57906_000718_Endzone_133,606,26,230,27,H70
2544,57906_000718_Endzone_133,945,27,312,25,V58
2545,57906_000718_Endzone_133,579,25,239,25,H85
2546,57906_000718_Endzone_133,736,23,276,26,H67
2547,57906_000718_Endzone_133,566,21,185,19,H68
2548,57906_000718_Endzone_133,859,21,263,22,H47
2549,57906_000718_Endzone_133,858,22,250,24,V91
2550,57906_000718_Endzone_133,578,19,176,23,V21
2551,57906_000718_Endzone_133,577,20,177,23,V55
2552,57906_000718_Endzone_133,528,18,248,17,V39
2553,57906_000718_Endzone_133,955,31,337,33,H72
2554,57906_000718_Endzone_133,804,20,326,17,H26
2555,57906_000718_Endzone_133,859,20,248,28,V23
2556,57906_000718_Endzone_133,556,20,259,19,V57
2557,57906_000718_Endzone_133,729,22,260,17,V49
2558,57906_000718_Endzone_133,727,23,260,16,H55
2559,57906_000718_Endzone_133,556,21,259,19,H87
2560,57906_000718_Endzone_134,606,28,230,27,V55
2561,57906_000718_Endzone_134,674,23,504,22,H14
2562,57906_000718_Endzone_134,705,23,243,30,H70
2563,57906_000718_Endzone_134,733,23,275,29,H67
2564,57906_000718_Endzone_134,942,30,311,29,H72
2565,57906_000718_Endzone_134,961,30,352,30,V93
2566,57906_000718_Endzone_134,578,24,238,26,H85
2567,57906_000718_Endzone_134,565,20,187,19,V98
2568,57906_000718_Endzone_134,859,20,262,22,H47
2569,57906_000718_Endzone_134,855,21,249,18,V58
2570,57906_000718_Endzone_134,527,14,248,15,V57
2571,57906_000718_Endzone_134,577,20,176,23,V21
2572,57906_000718_Endzone_134,556,21,258,21,H87
2573,57906_000718_Endzone_134,576,20,176,24,H68
2574,57906_000718_Endzone_134,805,19,322,19,V91
2575,57906_000718_Endzone_134,805,21,321,22,H26
2576,57906_000718_Endzone_134,721,26,254,39,V49
2577,57906_000718_Endzone_134,728,23,260,17,H55
2578,57906_000718_Endzone_134,532,20,305,15,V39
2581,57906_000718_Endzone_135,606,28,230,27,V55
2582,57906_000718_Endzone_135,941,30,311,30,H72
2583,57906_000718_Endzone_135,671,22,507,21,H14
2584,57906_000718_Endzone_135,731,24,274,30,V49
2585,57906_000718_Endzone_135,705,23,243,30,H70
2586,57906_000718_Endzone_135,577,24,237,25,H85
2587,57906_000718_Endzone_135,564,20,187,19,H68
2588,57906_000718_Endzone_135,857,20,261,22,H47
2589,57906_000718_Endzone_135,805,19,321,20,H67
2590,57906_000718_Endzone_135,852,22,248,20,V58
2591,57906_000718_Endzone_135,576,20,175,25,V21
2592,57906_000718_Endzone_135,959,26,352,25,V93
2593,57906_000718_Endzone_135,541,20,311,26,V39
2594,57906_000718_Endzone_135,526,21,246,18,V57
2595,57906_000718_Endzone_135,853,23,248,28,V91
2596,57906_000718_Endzone_135,723,26,256,37,H55
2599,57906_000718_Endzone_136,940,30,312,30,H72
2600,57906_000718_Endzone_136,607,28,229,28,V55
2601,57906_000718_Endzone_136,667,23,510,21,H14
2602,57906_000718_Endzone_136,729,24,275,28,V49
2603,57906_000718_Endzone_136,563,20,186,20,H68
2604,57906_000718_Endzone_136,576,25,237,24,H85
2605,57906_000718_Endzone_136,705,22,244,29,H70
2606,57906_000718_Endzone_136,537,24,307,29,V39
2607,57906_000718_Endzone_136,806,19,319,20,H67
2608,57906_000718_Endzone_136,575,20,175,24,V21
2609,57906_000718_Endzone_136,851,20,248,21,V58
2610,57906_000718_Endzone_136,855,20,260,22,H47
2611,57906_000718_Endzone_136,787,19,326,24,H26
2612,57906_000718_Endzone_136,727,22,261,17,H55
2613,57906_000718_Endzone_136,553,26,258,20,V57
2614,57906_000718_Endzone_136,850,21,247,26,V91
2615,57906_000718_Endzone_136,955,28,353,25,V93
2616,57906_000718_Endzone_136,525,20,246,21,H87
2618,57906_000718_Endzone_137,611,24,229,27,V55
2619,57906_000718_Endzone_137,728,24,275,29,H55
2620,57906_000718_Endzone_137,937,31,313,27,H72
2621,57906_000718_Endzone_137,663,23,513,22,H14
2622,57906_000718_Endzone_137,705,22,244,31,H70
2623,57906_000718_Endzone_137,575,24,236,25,H85
2624,57906_000718_Endzone_137,807,20,318,18,V91
2625,57906_000718_Endzone_137,562,20,187,19,H68
2626,57906_000718_Endzone_137,952,27,355,25,V93
2627,57906_000718_Endzone_137,784,21,323,25,H67
2628,57906_000718_Endzone_137,852,20,261,22,H47
2629,57906_000718_Endzone_137,573,20,175,24,V21
2630,57906_000718_Endzone_137,848,20,247,22,V58
2631,57906_000718_Endzone_137,848,20,246,26,V49
2632,57906_000718_Endzone_137,532,17,245,24,V39
2633,57906_000718_Endzone_137,550,25,255,20,V57
2636,57906_000718_Endzone_138,611,23,229,27,H85
2637,57906_000718_Endzone_138,660,21,515,23,H14
2638,57906_000718_Endzone_138,729,23,275,30,H55
2639,57906_000718_Endzone_138,703,24,245,29,H70
2640,57906_000718_Endzone_138,806,21,315,20,V91
2641,57906_000718_Endzone_138,933,32,313,26,H72
2642,57906_000718_Endzone_138,561,20,186,19,V55
2643,57906_000718_Endzone_138,573,23,236,22,H87
2644,57906_000718_Endzone_138,784,18,325,23,H67
2645,57906_000718_Endzone_138,849,21,261,22,H47
2646,57906_000718_Endzone_138,542,23,307,25,V39
2647,57906_000718_Endzone_138,846,20,245,24,V49
2648,57906_000718_Endzone_138,526,21,244,23,V57
2649,57906_000718_Endzone_138,572,20,175,23,V21
2650,57906_000718_Endzone_138,846,21,247,22,V58
2651,57906_000718_Endzone_138,952,26,357,21,V93
2652,57906_000718_Endzone_138,572,19,176,22,H68
2654,57906_000718_Endzone_139,611,23,228,28,V55
2655,57906_000718_Endzone_139,656,23,517,24,H14
2656,57906_000718_Endzone_139,807,21,313,20,V91
2657,57906_000718_Endzone_139,946,30,355,28,V93
2658,57906_000718_Endzone_139,729,22,276,26,H55
2659,57906_000718_Endzone_139,571,23,236,22,H87
2660,57906_000718_Endzone_139,781,20,325,25,H67
2661,57906_000718_Endzone_139,929,30,313,24,H72
2662,57906_000718_Endzone_139,561,20,185,20,H85
2663,57906_000718_Endzone_139,545,22,307,25,V39
2664,57906_000718_Endzone_139,848,20,261,20,H47
2665,57906_000718_Endzone_139,704,23,244,29,H70
2666,57906_000718_Endzone_139,522,21,243,24,V57
2667,57906_000718_Endzone_139,846,20,246,20,V58
2668,57906_000718_Endzone_139,846,19,245,23,V49
2669,57906_000718_Endzone_139,572,19,175,22,V21
2670,57906_000718_Endzone_139,571,20,176,23,H68
273,57906_000718_Endzone_14,614,21,162,32,V23
274,57906_000718_Endzone_14,802,20,177,29,H68
275,57906_000718_Endzone_14,621,25,271,31,H70
276,57906_000718_Endzone_14,987,23,271,28,V27
277,57906_000718_Endzone_14,359,20,169,29,V21
278,57906_000718_Endzone_14,323,23,249,29,V57
279,57906_000718_Endzone_14,129,26,213,28,V39
280,57906_000718_Endzone_14,818,23,272,31,V93
281,57906_000718_Endzone_14,439,21,266,28,H85
282,57906_000718_Endzone_14,872,22,302,16,H81
283,57906_000718_Endzone_14,478,20,296,15,V49
284,57906_000718_Endzone_14,777,22,288,16,V91
285,57906_000718_Endzone_14,400,22,299,16,V55
286,57906_000718_Endzone_14,678,23,297,21,H14
287,57906_000718_Endzone_14,573,22,297,15,V98
288,57906_000718_Endzone_14,670,16,470,24,H47
289,57906_000718_Endzone_14,670,16,472,22,H26
290,57906_000718_Endzone_14,674,21,411,16,H72
291,57906_000718_Endzone_14,673,19,277,16,V58
292,57906_000718_Endzone_14,672,20,277,17,H55
293,57906_000718_Endzone_14,674,21,412,15,H67
294,57906_000718_Endzone_14,315,18,318,13,H87
2672,57906_000718_Endzone_140,612,23,228,28,V55
2673,57906_000718_Endzone_140,653,22,520,23,H14
2674,57906_000718_Endzone_140,808,23,311,20,V91
2675,57906_000718_Endzone_140,730,22,275,29,H55
2676,57906_000718_Endzone_140,703,23,245,29,V98
2677,57906_000718_Endzone_140,945,28,353,29,V93
2678,57906_000718_Endzone_140,520,23,242,25,H87
2679,57906_000718_Endzone_140,779,20,326,25,H67
2680,57906_000718_Endzone_140,570,24,234,23,H85
2681,57906_000718_Endzone_140,926,27,314,24,H72
2682,57906_000718_Endzone_140,849,18,261,19,H47
2683,57906_000718_Endzone_140,561,20,184,19,H68
2684,57906_000718_Endzone_140,845,20,244,27,V49
2685,57906_000718_Endzone_140,845,21,245,25,V58
2686,57906_000718_Endzone_140,546,27,309,26,V39
2687,57906_000718_Endzone_140,567,22,175,27,H70
2688,57906_000718_Endzone_140,571,19,176,22,V21
2689,57906_000718_Endzone_140,543,18,256,17,V57
2690,57906_000718_Endzone_141,613,23,227,29,V55
2691,57906_000718_Endzone_141,810,23,308,23,V91
2692,57906_000718_Endzone_141,650,23,522,23,H14
2693,57906_000718_Endzone_141,730,23,275,28,H55
2694,57906_000718_Endzone_141,703,23,245,29,V98
2695,57906_000718_Endzone_141,777,20,326,25,H67
2696,57906_000718_Endzone_141,943,26,355,26,V93
2697,57906_000718_Endzone_141,571,24,233,22,H85
2698,57906_000718_Endzone_141,847,20,261,19,H47
2699,57906_000718_Endzone_141,845,20,243,27,V49
2700,57906_000718_Endzone_141,923,24,314,23,H72
2701,57906_000718_Endzone_141,546,27,311,26,V39
2702,57906_000718_Endzone_141,845,21,243,26,V58
2703,57906_000718_Endzone_141,540,20,255,18,H87
2704,57906_000718_Endzone_141,522,24,240,25,V57
2705,57906_000718_Endzone_141,567,23,176,26,H68
2706,57906_000718_Endzone_141,769,23,361,25,H26
2707,57906_000718_Endzone_141,570,21,177,22,V21
2710,57906_000718_Endzone_142,648,23,524,22,H14
2711,57906_000718_Endzone_142,615,22,226,29,V55
2712,57906_000718_Endzone_142,814,21,307,23,H67
2713,57906_000718_Endzone_142,702,24,245,28,V98
2714,57906_000718_Endzone_142,941,26,355,26,V93
2715,57906_000718_Endzone_142,777,20,328,25,H26
2716,57906_000718_Endzone_142,731,23,276,28,V49
2717,57906_000718_Endzone_142,920,24,313,27,H72
2718,57906_000718_Endzone_142,572,23,233,22,H85
2719,57906_000718_Endzone_142,844,21,243,28,V91
2720,57906_000718_Endzone_142,845,20,261,19,H47
2721,57906_000718_Endzone_142,539,19,255,19,V57
2722,57906_000718_Endzone_142,844,21,243,26,V58
2723,57906_000718_Endzone_142,566,23,180,21,H68
2724,57906_000718_Endzone_142,716,19,268,21,H55
2725,57906_000718_Endzone_142,574,18,177,18,V21
2726,57906_000718_Endzone_142,518,23,242,23,V39
2728,57906_000718_Endzone_143,645,22,526,24,H14
2729,57906_000718_Endzone_143,615,23,226,29,V55
2730,57906_000718_Endzone_143,704,22,245,29,V98
2731,57906_000718_Endzone_143,817,21,306,20,V91
2732,57906_000718_Endzone_143,938,27,354,27,V93
2733,57906_000718_Endzone_143,517,21,241,23,H85
2734,57906_000718_Endzone_143,776,20,330,25,H67
2735,57906_000718_Endzone_143,732,23,276,29,V49
2736,57906_000718_Endzone_143,917,24,313,29,H72
2737,57906_000718_Endzone_143,843,22,261,20,H47
2738,57906_000718_Endzone_143,843,22,243,28,V58
2739,57906_000718_Endzone_143,571,22,231,23,H68
2740,57906_000718_Endzone_143,716,19,268,22,H55
2741,57906_000718_Endzone_143,570,22,179,22,V21
2742,57906_000718_Endzone_143,539,20,253,20,V57
2743,57906_000718_Endzone_143,782,22,366,24,H26
2744,57906_000718_Endzone_143,556,22,311,23,V39
2745,57906_000718_Endzone_144,642,23,527,25,H14
2746,57906_000718_Endzone_144,615,24,225,30,V55
2747,57906_000718_Endzone_144,935,29,354,28,V93
2748,57906_000718_Endzone_144,820,22,305,20,V91
2749,57906_000718_Endzone_144,517,21,241,23,H85
2750,57906_000718_Endzone_144,732,25,278,28,V49
2751,57906_000718_Endzone_144,704,22,246,28,V98
2752,57906_000718_Endzone_144,775,22,331,26,H67
2753,57906_000718_Endzone_144,781,23,367,26,H26
2754,57906_000718_Endzone_144,573,23,179,24,V21
2755,57906_000718_Endzone_144,913,26,314,28,H72
2756,57906_000718_Endzone_144,843,22,243,27,V58
2757,57906_000718_Endzone_144,844,20,263,18,H47
2758,57906_000718_Endzone_144,717,20,269,21,H55
2759,57906_000718_Endzone_144,539,19,253,20,V57
2760,57906_000718_Endzone_144,573,22,231,23,H68
2761,57906_000718_Endzone_144,560,22,314,23,H87
2762,57906_000718_Endzone_145,732,26,280,28,V49
2763,57906_000718_Endzone_145,640,23,530,22,H14
2764,57906_000718_Endzone_145,575,25,180,28,V21
2765,57906_000718_Endzone_145,616,24,224,30,V55
2766,57906_000718_Endzone_145,774,23,332,28,H67
2767,57906_000718_Endzone_145,517,21,241,22,V57
2768,57906_000718_Endzone_145,934,27,353,27,V93
2769,57906_000718_Endzone_145,824,21,303,19,V91
2770,57906_000718_Endzone_145,843,22,243,28,V58
2771,57906_000718_Endzone_145,909,23,314,28,H72
2772,57906_000718_Endzone_145,704,22,245,29,V98
2773,57906_000718_Endzone_145,782,23,367,27,H26
2774,57906_000718_Endzone_145,844,20,263,19,H47
2775,57906_000718_Endzone_145,717,20,270,21,H55
2776,57906_000718_Endzone_145,572,20,306,20,H87
2777,57906_000718_Endzone_145,560,24,319,23,V39
2778,57906_000718_Endzone_145,575,22,231,23,H68
2779,57906_000718_Endzone_146,578,22,180,26,V21
2780,57906_000718_Endzone_146,735,25,282,27,V49
2781,57906_000718_Endzone_146,638,23,531,22,H14
2782,57906_000718_Endzone_146,517,22,240,23,V57
2783,57906_000718_Endzone_146,825,23,301,19,V91
2784,57906_000718_Endzone_146,618,23,223,29,V55
2785,57906_000718_Endzone_146,775,23,335,28,H67
2786,57906_000718_Endzone_146,932,28,353,25,V93
2787,57906_000718_Endzone_146,570,22,305,24,H87
2788,57906_000718_Endzone_146,705,21,246,27,V98
2789,57906_000718_Endzone_146,907,23,314,28,H72
2790,57906_000718_Endzone_146,844,20,263,19,H47
2791,57906_000718_Endzone_146,844,20,244,27,V58
2792,57906_000718_Endzone_146,538,19,252,20,H85
2793,57906_000718_Endzone_146,718,21,273,20,H55
2794,57906_000718_Endzone_146,768,22,373,23,H26
2795,57906_000718_Endzone_147,736,24,286,26,V49
2796,57906_000718_Endzone_147,636,22,534,21,H14
2797,57906_000718_Endzone_147,573,23,306,23,H87
2798,57906_000718_Endzone_147,517,21,240,22,V57
2799,57906_000718_Endzone_147,930,27,353,25,V93
2800,57906_000718_Endzone_147,581,22,182,26,V21
2801,57906_000718_Endzone_147,829,21,299,19,V91
2802,57906_000718_Endzone_147,619,23,223,28,V55
2803,57906_000718_Endzone_147,775,23,337,28,H67
2804,57906_000718_Endzone_147,705,21,247,27,H70
2805,57906_000718_Endzone_147,844,20,262,20,H47
2806,57906_000718_Endzone_147,536,19,250,20,H85
2807,57906_000718_Endzone_147,903,24,315,30,H72
2808,57906_000718_Endzone_147,767,23,375,23,H26
2809,57906_000718_Endzone_147,844,20,244,26,V98
2810,57906_000718_Endzone_147,718,22,274,21,H55
2811,57906_000718_Endzone_147,844,21,246,22,V58
2812,57906_000718_Endzone_147,580,20,231,21,H68
2814,57906_000718_Endzone_148,737,24,287,27,V49
2815,57906_000718_Endzone_148,633,23,535,23,H14
2816,57906_000718_Endzone_148,575,23,305,25,H87
2817,57906_000718_Endzone_148,777,22,340,28,H67
2818,57906_000718_Endzone_148,621,24,222,28,V55
2819,57906_000718_Endzone_148,929,27,353,25,V93
2820,57906_000718_Endzone_148,517,21,238,23,H68
2821,57906_000718_Endzone_148,584,22,182,27,V21
2822,57906_000718_Endzone_148,831,23,296,22,V91
2823,57906_000718_Endzone_148,705,23,246,29,H70
2824,57906_000718_Endzone_148,535,19,248,19,V57
